9.7, -15.83076745
9.8, -15.83911254
9.9, -15.84534085
10.0, -15.84962655
10.1, -15.85212871
10.2, -15.85300351
10.3, -15.85239110
10.4, -15.85042528
10.5, -15.84723385
10.6, -15.84293593
10.7, -15.83764173
10.8, -15.83145416
